Drug	GeneID
Hydrocortisone acetate	3291
NADH	3291
Hydrocortisone butyrate	3291
Hydrocortisone cypionate	3291
Hydrocortisone phosphate	3291
Hydrocortisone valerate	3291
Fluoxymesterone	3291
Hydrocortisone probutate	3291
Glutamic acid	18
Pyridoxal phosphate	18
Pyruvic acid	18
Phenelzine	18
Vigabatrin	18
Olopatadine	6283
Amlexanox	6283
Zinc chloride	117159
Zinc	117159
Zinc acetate	117159
Cystine	11136
Glycerin	375
Hyaluronic acid	7130
Acetylsalicylic acid	7130
Donepezil	7130
Lauric acid	7436
Palifermin	3339
Gentamicin	4036
Urokinase	4036
Insulin pork	4036
Dequalinium	331
Desflurane	27032
Sevoflurane	27032
Calcium	27032
Isoflurane	27032
Halothane	27032
Methoxyflurane	27032
Enflurane	27032
Minocycline	54205
Ademetionine	4143
Fostamatinib	8814
Ribociclib	1021
Palbociclib	1021
Abemaciclib	1021
Fostamatinib	5127
Fostamatinib	5128
Glycyrrhizic acid	4791
Fish oil	4791
Donepezil	4791
Glucosamine	4791
NADH	6652
Gabapentin	774
Spironolactone	774
Amlodipine	774
Butamben	774
Verapamil	774
Levetiracetam	774
Ergocalciferol	774
Bioallethrin	774
Zinc acetate	4193
Zinc	4193
Zinc chloride	4193
Nicardipine	5153
Bepridil	5153
Caffeine	5153
Felodipine	5153
Calcium	6711
Bioallethrin	6332
Carbamazepine	6332
Dichlorobenzyl alcohol	6332
Fish oil	6332
Ranolazine	6332
Tetracaine	6332
Topiramate	6332
Amylocaine	6332
Propoxycaine	6332
Oxcarbazepine	6332
Valproic acid	6332
Pentoxyverine	6332
Brivaracetam	6332
Pramocaine	6332
Benralizumab	3568
Omalizumab	2206
Bioallethrin	776
Trimebutine	776
Dronedarone	776
Levomenthol	776
Topiramate	776
Clevidipine	776
Nimodipine	776
Phenytoin	776
Felodipine	776
Spironolactone	776
Lacidipine	776
Ergocalciferol	776
Nisoldipine	776
Manidipine	776
Fish oil	776
Cinnarizine	776
Levamlodipine	776
Nitrendipine	776
Butamben	776
Ranolazine	776
Nifedipine	776
Ethanol	776
Nilvadipine	776
Isradipine	776
Nicardipine	776
Corticotropin	4158
Tetracosactide	4158
Seractide acetate	4158
Bremelanotide	4158
Afamelanotide	4157
Bremelanotide	4157
Sibutramine	6531
Nefazodone	6531
Dopamine	6531
Chlorpheniramine	6531
Dexmethylphenidate	6531
Solriamfetol	6531
Trimipramine	6531
Bupropion	6531
Escitalopram	6531
Venlafaxine	6531
Mianserin	6531
Benzphetamine	6531
Benzatropine	6531
Desvenlafaxine	6531
Duloxetine	6531
Amphetamine	6531
Nomifensine	6531
Amoxapine	6531
Dextroamphetamine	6531
Meperidine	6531
Diphenylpyraline	6531
Loxapine	6531
Mazindol	6531
Chloroprocaine	6531
Armodafinil	6531
Modafinil	6531
Pseudoephedrine	6531
Aripiprazole	6531
Procaine	6531
Phenmetrazine	6531
Sertraline	6531
Cocaine	6531
Phentermine	6531
Imipramine	6531
Diethylpropion	6531
Methylphenidate	6531
Metamfetamine	6531
Cannabidiol	27163
Teriflunomide	1723
Atovaquone	1723
Flavin mononucleotide	1723
Leflunomide	1723
Fostamatinib	5581
Tamoxifen	5581
NADH	4967
Valproic acid	4967
Xanthinol	4967
Cholic Acid	1339
NADH	4329
NADH	622
Amlodipine	782
Bioallethrin	782
Ibutilide	782
Levomenthol	782
Phenytoin	782
Ethanol	782
Trimebutine	782
Nimodipine	782
Lacidipine	782
Spironolactone	782
Topiramate	782
Fish oil	782
Manidipine	782
Ranolazine	782
Butamben	782
Ergocalciferol	782
Dronedarone	782
Magnesium sulfate	782
Tesamorelin	2692
Sermorelin	2692
Cobimetinib	5604
Trametinib	5604
Bosutinib	5604
Ampicillin	7010
Ponatinib	7010
Regorafenib	7010
Vandetanib	7010
Fostamatinib	7010
Fostamatinib	4294
Ascorbic acid	5351
Succinic acid	5351
Calcium Phosphate	4924
Calcium Citrate	4924
Calcium phosphate dihydrate	4924
Dactinomycin	7155
Dexrazoxane	7155
Daunorubicin	7155
Etoposide	7155
NADH	1579
Glutathione	2948
Acetylcysteine	95
Aspartic acid	95
Copper	95
Icosapent	5467
Valproic acid	5467
Sulindac	5467
Treprostinil	5467
Fenofibric acid	5467
Oleic Acid	5467
Pioglitazone	5467
Rosiglitazone	5467
alpha-Linolenic acid	5467
Bezafibrate	5467
Glycerin	5467
Fish oil	5467
Troglitazone	5467
Mycophenolate mofetil	5805
Pidolic acid	7032
Reteplase	5329
Anistreplase	5329
Tenecteplase	5329
Urokinase	5329
Alteplase	5329
Teriparatide	5745
Parathyroid hormone	5745
Abaloparatide	5745
Dimethyl fumarate	5970
Glutamic acid	2346
Capromab pendetide	2346
Fostamatinib	5588
Tamoxifen	5588
Indomethacin	2739
Glutathione	2739
Fostamatinib	90
NADH	1645
Acetylsalicylic acid	1645
Salicylic acid	1645
Galantamine	1145
Fostamatinib	4486
Glutamic acid	2572
Fostamatinib	5747
Tamoxifen	5590
Tramadol	2902
Aripiprazole	2902
Milnacipran	2902
Memantine	2902
Magnesium carbonate	2902
Magnesium acetate tetrahydrate	2902
Acamprosate	2902
Prasterone	2902
Secobarbital	2902
Donepezil	2902
Guaifenesin	2902
Acetylcysteine	2902
D-Serine	2902
Orphenadrine	2902
Atomoxetine	2902
Phenobarbital	2902
Glutamic acid	2902
Fluciclovine (18F)	2902
Pentobarbital	2902
Ifenprodil	2902
Methadone	2902
Meperidine	2902
Esketamine	2902
Fostamatinib	5580
Ingenol mebutate	5580
Tamoxifen	5580
Ethanol	1142
Nicotine	1142
Galantamine	1142
Raltitrexed	2356
Glutamic acid	2356
Dopamine	6571
Nomifensine	6571
Benzphetamine	6571
Dextroamphetamine	6571
Amphetamine	6571
Isometheptene	6571
Ephedrine	6571
Propylhexedrine	6571
Norepinephrine	6571
Mazindol	6571
Deserpidine	6571
Metamfetamine	6571
Tetrabenazine	6571
Deutetrabenazine	6571
Haloperidol	6571
Reserpine	6571
Histamine	6571
Zinc acetate	3699
Zinc chloride	3699
Zinc	3699
Ibrutinib	695
Zanubrutinib	695
Dasatinib	695
Fostamatinib	695
Acalabrutinib	695
Mercaptopurine	5471
L-Glutamine	5471
Dasatinib	5471
Cyclobenzaprine	316
Copper	5720
Fostamatinib	7301
Fluspirilene	786
Lercanidipine	786
Spironolactone	786
Ibutilide	786
Ergocalciferol	786
Magnesium sulfate	786
Ethanol	786
Diltiazem	786
Nitrendipine	786
Butamben	786
Bioallethrin	786
Zinc	334
Zinc acetate	334
Zinc chloride	334
Prasterone	6822
Zinc chloride	5052
Copper	5052
Zinc	5052
Zinc acetate	5052
Galantamine	1144
Copper	708
Hyaluronic acid	708
Glutamic acid	2028
Papaverine	5142
Caffeine	5142
Iloprost	5142
Pentoxifylline	5142
Amrinone	5142
Dyphylline	5142
Roflumilast	5142
Enprofylline	5142
Crisaborole	5142
Theophylline	5142
Adenosine phosphate	5142
Zonisamide	6324
Valproic acid	6324
Oxcarbazepine	6324
Brivaracetam	6324
Ranolazine	6324
Dichlorobenzyl alcohol	6324
Phenytoin	6324
Fish oil	6324
Isosorbide	598
Isosorbide	4170
Cystine	6519
Cladribine	5426
Ciprofibrate	5465
Ibuprofen	5465
Flufenamic acid	5465
Rosiglitazone	5465
alpha-Linolenic acid	5465
Resveratrol	5465
Omega-3 fatty acids	5465
Lauric acid	5465
Bezafibrate	5465
Stearic acid	5465
Gemfibrozil	5465
Soybean oil	5465
Fenofibric acid	5465
Clofibrate	5465
Fish oil	5465
Oleic Acid	5465
Dexibuprofen	5465
Indomethacin	5465
Palmitic Acid	5465
Fenoprofen	5465
Myrrh	5465
Valproic acid	5465
Icosapent	5465
Troglitazone	5465
Doconexent	5465
Pioglitazone	5465
Prasterone	5465
Fenofibrate	5465
Fostamatinib	10188
Entrectinib	10188
Antihemophilic factor, human recombinant	4035
Moroctocog alfa	4035
Tenecteplase	4035
Coagulation Factor IX (Recombinant)	4035
Lonoctocog alfa	4035
Coagulation Factor IX Human	4035
Copper	6426
Dicoumarol	1429
Bioallethrin	783
Nicardipine	783
Phenytoin	783
Nilvadipine	783
Nisoldipine	783
Nifedipine	783
Fish oil	783
Levomenthol	783
Felodipine	783
Ergocalciferol	783
Nitrendipine	783
Butamben	783
Manidipine	783
Isradipine	783
Ranolazine	783
Topiramate	783
Spironolactone	783
Lacidipine	783
Nimodipine	783
Magnesium sulfate	783
Trimebutine	783
Dronedarone	783
Imatinib	780
Fostamatinib	780
NADH	1962
Aurothioglucose	108
Roflumilast	5143
Roflumilast	NA
Dyphylline	5143
Dyphylline	NA
Caffeine	5143
Caffeine	NA
Iloprost	5143
Iloprost	NA
Crisaborole	5143
Crisaborole	NA
Iloprost	5144
Crisaborole	5144
Caffeine	5144
Roflumilast	5144
Dyphylline	5144
Adenosine phosphate	5144
Aurothioglucose	107
Adenosine phosphate	107
Pazopanib	3702
Zanubrutinib	3702
Fostamatinib	3702
Glyburide	6833
Repaglinide	6833
Chlorpropamide	6833
Glymidine	6833
Tolbutamide	6833
Glimepiride	6833
Gliclazide	6833
Gliquidone	6833
Nateglinide	6833
Glipizide	6833
Tolazamide	6833
Sevoflurane	3736
Nifedipine	3736
Dalfampridine	3736
Isoflurane	3736
Desflurane	3736
Amitriptyline	3736
Methoxyflurane	3736
Amifampridine	3736
Enflurane	3736
Zinc chloride	55911
Zinc	55911
Zinc acetate	55911
Copper	55911
Nicotinamide	683
Chlorzoxazone	3778
Trimebutine	3778
Cromoglicic acid	3778
Diazoxide	3778
Procaine	3778
Dequalinium	3778
Miconazole	3778
Bendroflumethiazide	3778
Halothane	3778
Hydroflumethiazide	3778
Hydrochlorothiazide	3778
Succinic acid	444
Aspartic acid	444
Bepridil	3757
Miconazole	3757
Fluoxetine	3757
Amitriptyline	3757
Ibutilide	3757
Pimozide	3757
Erythromycin	3757
Ciprofloxacin	3757
Sotalol	3757
Pitolisant	3757
Amiodarone	3757
Doxepin	3757
Dronedarone	3757
Nefazodone	3757
Vernakalant	3757
Cisapride	3757
Quinidine	3757
Fluvoxamine	3757
Doxazosin	3757
Halofantrine	3757
Perhexiline	3757
Imipramine	3757
Terazosin	3757
Chlorobutanol	3757
Alfuzosin	3757
Potassium nitrate	3757
Phenytoin	3757
Chlorpromazine	3757
Propafenone	3757
Disopyramide	3757
Ketoconazole	3757
Loratadine	3757
Clarithromycin	3757
Dofetilide	3757
Prazosin	3757
Sertindole	3757
Verapamil	3757
Carvedilol	3757
Astemizole	3757
Flecainide	3757
Procainamide	3757
Tamoxifen	3757
Amsacrine	3757
Isavuconazole	3757
Pentoxyverine	3757
Thioridazine	3757
Terfenadine	3757
Fostamatinib	5871
Fostamatinib	7786
Fostamatinib	10461
Guaifenesin	2903
Halothane	2903
Acetylcysteine	2903
Phenobarbital	2903
Acamprosate	2903
Magnesium acetate tetrahydrate	2903
Secobarbital	2903
Esketamine	2903
Milnacipran	2903
Fluciclovine (18F)	2903
Meperidine	2903
Pentobarbital	2903
Memantine	2903
Aripiprazole	2903
Atomoxetine	2903
Tramadol	2903
Methadone	2903
Donepezil	2903
Glutamic acid	2903
Glycine	2903
Felbamate	2903
Magnesium carbonate	2903
Prasterone	2903
Flavin mononucleotide	1806
Tegafur-uracil	1806
Gimeracil	1806
Flavin adenine dinucleotide	1806
Pentobarbital	2898
Butalbital	2898
Primidone	2898
Phenobarbital	2898
Amobarbital	2898
Talbutal	2898
Butabarbital	2898
Secobarbital	2898
Butobarbital	2898
Methylphenobarbital	2898
Thiopental	2898
Topiramate	2898
Glutamic acid	2898
Topiramate	2899
Glutamic acid	2899
Biotin	31
Adenine	4507
Adenosine phosphate	5562
Fostamatinib	5562
Phenformin	5562
Acetylsalicylic acid	5562
Diacerein	10062
Fostamatinib	5058
Fostamatinib	5607
Acetylsalicylic acid	5598
Fostamatinib	5598
Fostamatinib	5062
Succinic acid	9058
Fostamatinib	6788
Haloperidol	2904
Felbamate	2904
Magnesium carbonate	2904
Taurine	2904
Guaifenesin	2904
Acetylcysteine	2904
Milnacipran	2904
Memantine	2904
Tramadol	2904
Magnesium acetate tetrahydrate	2904
Esketamine	2904
Prasterone	2904
Phenobarbital	2904
Secobarbital	2904
Ifenprodil	2904
Acamprosate	2904
Glutamic acid	2904
Fluciclovine (18F)	2904
Lumateperone	2904
Atomoxetine	2904
Meperidine	2904
Methadone	2904
Aripiprazole	2904
Donepezil	2904
Pentobarbital	2904
Isopropyl alcohol	1118
Binimetinib	4214
Fostamatinib	4214
Fostamatinib	5593
Glutamic acid	2911
Nedocromil	5729
Caffeine	472
Etidronic acid	5802
Alendronic acid	5802
Caffeine	5140
Amrinone	5140
Choline	5337
Choline salicylate	5337
Xanthinol	23530
NADH	23530
Netarsudil	6093
Fostamatinib	8711
Ixabepilone	10381
Fostamatinib	8899
Fostamatinib	8737
Zinc chloride	3065
Romidepsin	3065
Panobinostat	3065
Fingolimod	3065
Zinc	3065
Zinc acetate	3065
Arsenic trioxide	3065
Belinostat	3065
Vorinostat	3065
Fostamatinib	816
Fostamatinib	818
Bosutinib	818
Fostamatinib	817
Chlormerodrin	6557
Methyclothiazide	6557
Chlorthalidone	6557
Potassium chloride	6557
Etacrynic acid	6557
Quinethazone	6557
Torasemide	6557
Furosemide	6557
Piretanide	6557
Bumetanide	6557
Hydroflumethiazide	6557
Fostamatinib	1859
NADH	7264
Prucalopride	3360
Metoclopramide	3360
Paroxetine	3360
Gilteritinib	3360
Ondansetron	3360
Tegaserod	3360
Ergoloid mesylate	3360
Dihydroergocornine	3360
Cisapride	3360
Dihydroergocristine	3360
Ethanol	779
Magnesium sulfate	779
Bioallethrin	779
Nilvadipine	779
Nisoldipine	779
Lacidipine	779
Topiramate	779
Nifedipine	779
Phenytoin	779
Levomenthol	779
Nimodipine	779
Ranolazine	779
Nitrendipine	779
Fish oil	779
Ergocalciferol	779
Manidipine	779
Pinaverium	779
Spironolactone	779
Felodipine	779
Isradipine	779
Butamben	779
Clevidipine	779
Cinnarizine	779
Dronedarone	779
Trimebutine	779
Isopropyl alcohol	7919
Fostamatinib	659
Dibotermin alfa	659
Fostamatinib	5753
Zanubrutinib	5753
Vandetanib	5753
Bioallethrin	775
Magnesium sulfate	775
Diltiazem	775
Nicardipine	775
Ibutilide	775
Felodipine	775
Calcium	775
Trimebutine	775
Lacidipine	775
Propiverine	775
Topiramate	775
Phenytoin	775
Clevidipine	775
Nitrendipine	775
Dronedarone	775
Amlodipine	775
Ergocalciferol	775
Verapamil	775
Manidipine	775
Levamlodipine	775
Levomenthol	775
Spironolactone	775
Ranolazine	775
Cinnarizine	775
Nilvadipine	775
Nimodipine	775
Nifedipine	775
Isradipine	775
Drotaverine	775
Isavuconazole	775
Butamben	775
Ethanol	775
Fish oil	775
Nisoldipine	775
Calcium Phosphate	828
Calcium phosphate dihydrate	828
Calcium Citrate	828
Caffeine	5150
Dyphylline	5150
Vardenafil	5149
Sildenafil	5149
Dalfampridine	3748
Fostamatinib	8536
Glycine	570
Caffeine	5137
Dimethyl fumarate	9817
Fostamatinib	9641
Dacarbazine	23649
Fostamatinib	2185
Leflunomide	2185
Baricitinib	2185
Cannabidiol	2841
Glycine	2841
Creatine	2593
Guanidine	2593
Enoximone	5139
Caffeine	5139
Aminophylline	5139
Milrinone	5139
Oxtriphylline	5139
Anagrelide	5139
Levosimendan	5139
Theophylline	5139
Cilostazol	5139
Amrinone	5139
Estradiol cypionate	8678
Estradiol acetate	8678
Estradiol benzoate	8678
Estradiol	8678
Estradiol valerate	8678
Estradiol dienanthate	8678
Yohimbine	3768
Dofetilide	3768
Butamben	3768
Ranolazine	3768
Dronedarone	3768
Hyaluronic acid	3026
Isavuconazole	6331
Ajmaline	6331
Mephenytoin	6331
Valproic acid	6331
Encainide	6331
Brivaracetam	6331
Fish oil	6331
Cocaine	6331
Flecainide	6331
Pramocaine	6331
Tocainide	6331
Zonisamide	6331
Mexiletine	6331
Prilocaine	6331
Moricizine	6331
Dichlorobenzyl alcohol	6331
Topiramate	6331
Carbamazepine	6331
Benzonatate	6331
Indecainide	6331
Procainamide	6331
Pentoxyverine	6331
Fosphenytoin	6331
Cinchocaine	6331
Phenytoin	6331
Bioallethrin	6331
Lidocaine	6331
Amylocaine	6331
Oxcarbazepine	6331
Quinidine barbiturate	6331
Propoxycaine	6331
Propafenone	6331
Disopyramide	6331
Tetracaine	6331
Dronedarone	6331
Quinidine	6331
Vernakalant	6331
Ethotoin	6331
Hexylcaine	6331
Riluzole	6331
Ranolazine	6331
Terbinafine	6713
Butenafine	6713
Naftifine	6713
Palmitic Acid	3174
Ethanol	3177
Caffeine	3709
Caffeine	3710
Zinc	3700
Zinc chloride	3700
Zinc acetate	3700
Oprelvekin	3590
Glycerin	3708
Caffeine	3708
Thiamylal	3767
Ibutilide	3767
Isavuconazole	3767
Tolazamide	3767
Diazoxide	3767
Glyburide	3767
Butamben	3767
Levosimendan	3767
Verapamil	3767
Yohimbine	3767
Glimepiride	3767
Fostamatinib	9833
Miglitol	23193
Dalfampridine	3745
Citric acid	107080644
Citric acid	27232
Ademetionine	107080644
Ademetionine	27232
Glycine	107080644
Glycine	27232
Glutamic acid	2917
Glutamic acid	2914
Silver	4520
Tramadol	2905
Fluciclovine (18F)	2905
Phenobarbital	2905
Magnesium carbonate	2905
Memantine	2905
Milnacipran	2905
Aripiprazole	2905
Guaifenesin	2905
Acamprosate	2905
Glycine	2905
Atomoxetine	2905
Magnesium acetate tetrahydrate	2905
Prasterone	2905
Secobarbital	2905
Esketamine	2905
Meperidine	2905
Pentobarbital	2905
Glutamic acid	2905
Donepezil	2905
Methadone	2905
Doxorubicin	9221
Pheniramine	9970
Ketoconazole	9970
Doxylamine	9970
Resveratrol	9970
Triclosan	9970
Atorvastatin	9970
Meclizine	9970
Phenolphthalein	9970
Cholesterol	9970
Loperamide	9970
Prasterone	9970
L-Lysine	3735
Flavin adenine dinucleotide	51
Dextromethorphan	4689
Pembrolizumab	5133
Nivolumab	5133
Cemiplimab	5133
Dichloroacetic acid	5163
Tamoxifen	10682
Fostamatinib	5587
Theophylline	23420
Copper	10728
Acetaminophen	10728
Fostamatinib	11329
Alitretinoin	5673
Niacin	23475
Afatinib	2066
Brigatinib	2066
Zanubrutinib	2066
Fostamatinib	2066
Fostamatinib	2045
Fostamatinib	6195
Copper	8175
Calcium Phosphate	9104
Calcium Citrate	9104
Calcium phosphate dihydrate	9104
Fostamatinib	7016
Estradiol cypionate	10499
Estradiol	10499
Estradiol valerate	10499
Estradiol acetate	10499
Diethylstilbestrol	10499
Estradiol benzoate	10499
Estradiol dienanthate	10499
NADH	50814
Fostamatinib	4638
Manganese	10454
Asparagine	6510
Fluciclovine (18F)	6510
Regorafenib	5600
NADH	6307
Galantamine	1135
Tubocurarine	1135
Vecuronium	1135
Pipecuronium	1135
Metocurine	1135
Atracurium besylate	1135
Pancuronium	1135
Carbamoylcholine	1135
Gallamine triethiodide	1135
Cisatracurium	1135
Ethanol	1135
Nicotine	1135
Fluoxetine	1135
Rocuronium	1135
Mecamylamine	1135
Procaine	1135
Mivacurium	1135
Biperiden	1135
Metocurine iodide	1135
Doxacurium	1135
Dextromethorphan	1135
Decamethonium	1135
Nicotine	8973
Ethanol	8973
Galantamine	8973
Varenicline	8973
Phenformin	3764
Yohimbine	3764
Thiamylal	3764
Glyburide	3764
Levosimendan	3764
Gliquidone	3764
Butamben	3764
Pramocaine	6335
Oxcarbazepine	6335
Amylocaine	6335
Brivaracetam	6335
Tetracaine	6335
Pentoxyverine	6335
Ranolazine	6335
Bioallethrin	6335
Topiramate	6335
Dichlorobenzyl alcohol	6335
Zonisamide	6335
Propoxycaine	6335
Lacosamide	6335
Fish oil	6335
Valproic acid	6335
Rufinamide	6335
Carbamazepine	6335
Lidocaine	6335
Topiramate	777
Butamben	777
Ergocalciferol	777
Bioallethrin	777
Lamotrigine	777
Spironolactone	777
Glutamic acid	2900
Topiramate	2900
Metformin	2110
Insulin pork	3490
Larotrectinib	4916
Entrectinib	4916
Fostamatinib	4916
Dalfampridine	3744
Ampicillin	6565
Benzylpenicillin	6565
Oxacillin	6565
Cefotaxime	6565
Chlordiazepoxide	2559
Prasterone	2559
Flunitrazepam	2559
Enflurane	2559
Phenytoin	2559
Ethanol	2559
Butabarbital	2559
Triazolam	2559
Alprazolam	2559
Desflurane	2559
Lamotrigine	2559
Thiopental	2559
Clonazepam	2559
Nitrazepam	2559
Stiripentol	2559
Talbutal	2559
Apalutamide	2559
Ethchlorvynol	2559
Flurazepam	2559
Amobarbital	2559
Butobarbital	2559
Oxazepam	2559
Methoxyflurane	2559
Pentobarbital	2559
Flumazenil	2559
Prazepam	2559
Estazolam	2559
Halazepam	2559
Brexanolone	2559
Temazepam	2559
Memantine	2559
Acamprosate	2559
Propofol	2559
Primidone	2559
Halothane	2559
Lorazepam	2559
Methyprylon	2559
Butalbital	2559
Amoxapine	2559
Etomidate	2559
Secobarbital	2559
Clobazam	2559
Meprobamate	2559
Isoflurane	2559
Quazepam	2559
Diazepam	2559
Methylphenobarbital	2559
Taurine	2559
Medroxyprogesterone acetate	2559
Clorazepic acid	2559
Olanzapine	2559
Midazolam	2559
Sevoflurane	2559
Bromazepam	2559
Glutethimide	2559
Eszopiclone	2559
Topiramate	2901
Glutamic acid	2901
Fostamatinib	5585
Fostamatinib	5586
Amiloride	40
Voretigene neparvovec	6121
Dasatinib	1432
Fostamatinib	1432
Ixekizumab	3605
Secukinumab	3605
Procaine	3779
Miconazole	3779
Trimebutine	3779
Amphetamine	9607
Fostamatinib	4296
Ferrous gluconate	2395
Iron	2395
Ferrous glycine sulfate	2395
Ferrous fumarate	2395
Ferrous ascorbate	2395
Ferrous succinate	2395
Ubrogepant	10203
Erenumab	10203
Fostamatinib	4915
Esketamine	4915
Amitriptyline	4915
Entrectinib	4915
Larotrectinib	4915
Epoprostenol	5740
Phenylbutazone	5740
Tretinoin	5166
Acetylsalicylic acid	5597
Carvedilol	3091
Hydralazine	3091
Flavone	1545
Cannabidiol	1545
NADH	4698
Pyridoxal phosphate	8942
Eliglustat	7357
Miglustat	7357
Phosphatidyl serine	8527
Glutathione	2940
Pyridoxal phosphate	883
Glutathione	3029
Benzthiazide	768
Sodium carbonate	768
Zonisamide	768
Hydroflumethiazide	768
Flavin adenine dinucleotide	4704
NADH	4704
NADH	10873
Fostamatinib	5260
Regorafenib	4921
Fostamatinib	4921
NADH	3033
Omega-3-carboxylic acids	3033
Tioconazole	1595
Itraconazole	1595
Phenelzine	8639
Hydralazine	8639
Azelastine	4056
Glutathione	4056
Cysteine	1036
NADH	1036
Arsenic trioxide	7296
Flavin adenine dinucleotide	7296
Fostamatinib	22848
Coccidioides immitis spherule	3127
Fostamatinib	91807
Ascorbic acid	64175
Succinic acid	64175
Ceftriaxone	9356
Cefotaxime	9356
Probenecid	9356
Fostamatinib	388228
Fostamatinib	80122
Fostamatinib	51086
Glutamic acid	124454
Hyaluronic acid	22927
Memantine	NA
Fish oil	338557
Fostamatinib	120892
Glutamic acid	51557
Crofelemer	55107
Fostamatinib	55561
Perindopril	6424
Cyclothiazide	6424
Glutamic acid	55191
Glycine	10249
Copper	341208
Ascorbic acid	79676
Ascorbic acid	121642
Vitamin A	54884
Fostamatinib	341676
Pyridoxal phosphate	23042
Pyridoxal phosphate	102724985
Fostamatinib	25989
Aspartic acid	55157
Citrulline	353238
Hyaluronic acid	143903
Tretinoin	340665
Alitretinoin	340665
Halothane	387129
Pyridoxal phosphate	285313
Glutamic acid	56267
Pyridoxal phosphate	56267
NADH	160287
Fostamatinib	389840
Pyridoxal phosphate	339896
Pidolic acid	440021
Ergoloid mesylate	200909
Dihydroergocristine	200909
Gilteritinib	200909
Ethanol	200909
Paroxetine	200909
Dihydroergocornine	200909
Vinblastine	7846
Mebendazole	7846
Albendazole	7846
Calcium phosphate dihydrate	84467
Calcium Phosphate	84467
Calcium Citrate	84467
Fostamatinib	2011
Brivaracetam	9900
Levetiracetam	9900
Aspartic acid	80150
Asparagine	80150
Tetrachlorodecaoxide	10296
Fostamatinib	57551
Cladribine	50484
Sertraline	222962
Glutathione	221357
Glycine	206358
Levomenthol	79054
Camphor	79054
Cannabidiol	79054
Deoxycholic acid	79631
Bioallethrin	93589
Ergocalciferol	93589
Spironolactone	93589
Butamben	93589
Fostamatinib	23332
Lactose	360203
Isopropyl alcohol	51181
Theophylline	79608
Resveratrol	161198
Procaine	374569
Fostamatinib	11011
Calcium phosphate dihydrate	93664
Calcium Phosphate	93664
Calcium Citrate	93664
Hyaluronic acid	404037
Fostamatinib	415116
Tetrachlorodecaoxide	9332
Miconazole	27345
Trimebutine	27345
Procaine	27345
NADH	126328
Flavin adenine dinucleotide	56605
Fostamatinib	340156
Zinc chloride	388697
Zinc acetate	388697
Zinc	388697
Fostamatinib	57118
Pyridoxal phosphate	85007
Cyanocobalamin	166785
Hydroxocobalamin	166785
Fostamatinib	8491
Succinic acid	55214
Ascorbic acid	55214
Succinic acid	10536
Ascorbic acid	10536
Fostamatinib	8550
Zonisamide	6330
Oxcarbazepine	6330
Valproic acid	6330
Fish oil	6330
Ranolazine	6330
Dichlorobenzyl alcohol	6330
Brivaracetam	6330
Telotristat ethyl	121278
Fostamatinib	167359
Threonine	79896
Pyridoxal phosphate	79896
Fostamatinib	9706
Butamben	55799
Nilvadipine	55799
Ergocalciferol	55799
Bioallethrin	55799
Amlodipine	55799
Spironolactone	55799
Menadione	154807
Aspartic acid	122622
Glutamic acid	162417
Estazolam	2565
Lamotrigine	2565
Clotiazepam	2565
Brexanolone	2565
Pentobarbital	2565
Apalutamide	2565
Halazepam	2565
Prasterone	2565
Amoxapine	2565
Clonazepam	2565
Medroxyprogesterone acetate	2565
Sevoflurane	2565
Quazepam	2565
Butabarbital	2565
Temazepam	2565
Clorazepic acid	2565
Ethchlorvynol	2565
Oxazepam	2565
Primidone	2565
Enflurane	2565
Glutethimide	2565
Isoflurane	2565
Stiripentol	2565
Etomidate	2565
Halothane	2565
Methoxyflurane	2565
Flurazepam	2565
Memantine	2565
Clobazam	2565
Chlordiazepoxide	2565
Alprazolam	2565
Lorazepam	2565
Ketazolam	2565
Phenytoin	2565
Meprobamate	2565
Bromazepam	2565
Flumazenil	2565
Butalbital	2565
Prazepam	2565
Ethanol	2565
Methyprylon	2565
Taurine	2565
Nitrazepam	2565
Triazolam	2565
Desflurane	2565
Diazepam	2565
Propofol	2565
Eszopiclone	2565
Olanzapine	2565
Talbutal	2565
Acamprosate	2565
Ademetionine	23070
Zonisamide	377677
Silver	4499
Fostamatinib	50488
Ascorbic acid	55239
Fostamatinib	166614
Fostamatinib	84254
Pyridoxal phosphate	51166
Glutamic acid	51166
Indomethacin	145482
Levocarnitine	123096
Zinc	199699
Zinc acetate	199699
Zinc chloride	199699
Botulinum Toxin Type B	127833
Vitamin A	112724
Alirocumab	255738
alpha-Linolenic acid	7442
Tramadol	7442
Acetaminophen	7442
Icosapent	7442
Camphor	7442
Cannabidiol	7442
Zucapsaicin	7442
Capsicum oleoresin	7442
Capsaicin	7442
Cannabidiol	162514
Eugenol	162514
Camphor	162514
Levomenthol	162514
Fostamatinib	53904
Fostamatinib	255239
Tretinoin	9052
Fostamatinib	79858
Dabrafenib	79858
Lonoctocog alfa	90411
Moroctocog alfa	90411
Antihemophilic factor, human recombinant	90411
Fostamatinib	56997
Calcium	57526
Fostamatinib	79837
Vitamin A	51109
Probenecid	9376
Gemfibrozil	9376
Ceftriaxone	9376
Avatrombopag	9376
Benzylpenicillin	9376
Cefotaxime	9376
Resveratrol	55300
Choline salicylate	162466
Choline	162466
Theophylline	81502
Procaine	116443
Guaifenesin	116443
Magnesium acetate tetrahydrate	116443
Aripiprazole	116443
Prasterone	116443
